afrinic,ORG-AA21-AFRINIC,24987
afrinic,ORG-AA21-AFRINIC,25576
afrinic,ORG-AA74-AFRINIC,30988
afrinic,ORG-AA81-AFRINIC,37077
afrinic,ORG-AA84-AFRINIC,37389
afrinic,ORG-AA85-AFRINIC,37428
afrinic,ORG-AA87-AFRINIC,37481
afrinic,ORG-AA87-AFRINIC,37548
afrinic,ORG-AA90-AFRINIC,37703
afrinic,ORG-AA91-AFRINIC,327787
afrinic,ORG-AA93-AFRINIC,327864
afrinic,ORG-AABG1-AFRINIC,327965
afrinic,ORG-AAE1-AFRINIC,327686
afrinic,ORG-AAFT1-AFRINIC,37284
afrinic,ORG-AAL1-AFRINIC,37143
afrinic,ORG-AARN1-AFRINIC,3208
afrinic,ORG-AB1-AFRINIC,21391
afrinic,ORG-ABFS1-AFRINIC,37577
afrinic,ORG-ABP1-AFRINIC,37005
afrinic,ORG-ABSA1-AFRINIC,14115
afrinic,ORG-ABUZ1-AFRINIC,37686
afrinic,ORG-ABWC1-AFRINIC,327822
afrinic,ORG-AC2-AFRINIC,37266
afrinic,ORG-AC3-AFRINIC,37395
afrinic,ORG-AC4-AFRINIC,327788
afrinic,ORG-AC4-AFRINIC,37468
afrinic,ORG-AC5-AFRINIC,21242
afrinic,ORG-ACFC1-AFRINIC,37572
afrinic,ORG-ACL2-AFRINIC,30896
afrinic,ORG-ACL3-AFRINIC,37178
afrinic,ORG-ACL4-AFRINIC,37713
afrinic,ORG-ACPL1-AFRINIC,37456
afrinic,ORG-ACS1-AFRINIC,37488
afrinic,ORG-ACS2-AFRINIC,37550
afrinic,ORG-ACSL1-AFRINIC,36917
afrinic,ORG-ACW1-AFRINIC,36958
afrinic,ORG-ADBA1-AFRINIC,37351
afrinic,ORG-ADBN1-AFRINIC,36868
afrinic,ORG-ADN1-AFRINIC,37423
afrinic,ORG-ADRD2-AFRINIC,37632
afrinic,ORG-ADRD2-AFRINIC,37633
afrinic,ORG-AEDP1-AFRINIC,327953
afrinic,ORG-AEID1-AFRINIC,327918
afrinic,ORG-AEL1-AFRINIC,327867
afrinic,ORG-AFAG1-AFRINIC,37307
afrinic,ORG-AFNC1-AFRINIC,33764
afrinic,ORG-AFNC1-AFRINIC,37095
afrinic,ORG-AFNC1-AFRINIC,37177
afrinic,ORG-AFNC1-AFRINIC,37181
afrinic,ORG-AFNC1-AFRINIC,37301
afrinic,ORG-AFNC1-AFRINIC,37708
afrinic,ORG-AG1-AFRINIC,37524
afrinic,ORG-AGAE1-AFRINIC,29338
afrinic,ORG-AGS1-AFRINIC,37612
afrinic,ORG-AGS2-AFRINIC,37616
afrinic,ORG-AH1-AFRINIC,37270
afrinic,ORG-AI1-AFRINIC,36934
afrinic,ORG-AI2-AFRINIC,26754
afrinic,ORG-AI2-AFRINIC,30996
afrinic,ORG-AI3-AFRINIC,327809
afrinic,ORG-AICE1-AFRINIC,36964
afrinic,ORG-AIFM1-AFRINIC,327944
afrinic,ORG-AILC1-AFRINIC,15022
afrinic,ORG-AILC1-AFRINIC,327703
afrinic,ORG-AINE1-AFRINIC,37179
afrinic,ORG-AIO1-AFRINIC,26422
afrinic,ORG-AISA1-AFRINIC,37528
afrinic,ORG-AISP1-AFRINIC,327841
afrinic,ORG-AIX1-AFRINIC,327775
afrinic,ORG-AIX1-AFRINIC,37383
afrinic,ORG-AKUT1-AFRINIC,37496
afrinic,ORG-AL2-AFRINIC,37208
afrinic,ORG-AL4-AFRINIC,37684
afrinic,ORG-AM2-AFRINIC,327699
afrinic,ORG-AM2-AFRINIC,37303
afrinic,ORG-AMCO1-AFRINIC,37426
afrinic,ORG-AMCT1-AFRINIC,37159
afrinic,ORG-AML1-AFRINIC,327819
afrinic,ORG-AMS4-AFRINIC,36864
afrinic,ORG-AN2-AFRINIC,327711
afrinic,ORG-AN2-AFRINIC,37531
afrinic,ORG-ANC1-AFRINIC,26106
afrinic,ORG-ANDI1-AFRINIC,37582
afrinic,ORG-ANDP1-AFRINIC,327871
afrinic,ORG-ANL5-AFRINIC,22690
afrinic,ORG-ANM1-AFRINIC,36909
afrinic,ORG-AOGL1-AFRINIC,29340
afrinic,ORG-AOK1-AFRINIC,36915
afrinic,ORG-AOL2-AFRINIC,31810
afrinic,ORG-AOS1-AFRINIC,30306
afrinic,ORG-AOZ1-AFRINIC,18922
afrinic,ORG-AOZ1-AFRINIC,27576
afrinic,ORG-APL2-AFRINIC,36986
afrinic,ORG-APTC1-AFRINIC,327761
afrinic,ORG-AREJ1-AFRINIC,37606
afrinic,ORG-ARL2-AFRINIC,327707
afrinic,ORG-ARL2-AFRINIC,327708
afrinic,ORG-AS1-AFRINIC,36989
afrinic,ORG-AS3-AFRINIC,37415
afrinic,ORG-ASAT1-AFRINIC,327897
afrinic,ORG-ASL3-AFRINIC,37349
afrinic,ORG-ASLP1-AFRINIC,37490
afrinic,ORG-ASNN1-AFRINIC,37296
afrinic,ORG-ASRL1-AFRINIC,37006
afrinic,ORG-AT1-AFRINIC,11259
afrinic,ORG-AT1-AFRINIC,37059
afrinic,ORG-AT2-AFRINIC,36880
afrinic,ORG-AT3-AFRINIC,36990
afrinic,ORG-AT5-AFRINIC,327756
afrinic,ORG-AT6-AFRINIC,327879
afrinic,ORG-ATB1-AFRINIC,37039
afrinic,ORG-ATC2-AFRINIC,37089
afrinic,ORG-ATC4-AFRINIC,37253
afrinic,ORG-ATC5-AFRINIC,37033
afrinic,ORG-ATD1-AFRINIC,37190
afrinic,ORG-ATF2-AFRINIC,37008
afrinic,ORG-ATG1-AFRINIC,37032
afrinic,ORG-ATG2-AFRINIC,37246
afrinic,ORG-ATIA2-AFRINIC,31245
afrinic,ORG-ATIA2-AFRINIC,327718
afrinic,ORG-ATIA2-AFRINIC,37107
afrinic,ORG-ATIA2-AFRINIC,37551
afrinic,ORG-ATL2-AFRINIC,37306
afrinic,ORG-ATL3-AFRINIC,327856
afrinic,ORG-ATN1-AFRINIC,37038
afrinic,ORG-ATN2-AFRINIC,37205
afrinic,ORG-ATS2-AFRINIC,37381
afrinic,ORG-ATS3-AFRINIC,327920
afrinic,ORG-ATSP1-AFRINIC,37656
afrinic,ORG-ATT1-AFRINIC,37229
afrinic,ORG-AU1-AFRINIC,37450
