16079,194.209.159.0/24,24,True
16078,80.89.147.0/24,24,True
35545,185.42.222.0/24,24,True
16071,212.234.194.0/24,24,True
35238,77.203.169.0/24,24,True
35238,78.113.119.0/24,24,True
35238,78.113.118.0/24,24,True
35238,77.193.36.0/24,24,True
35238,78.113.126.0/24,24,True
35238,79.95.75.0/24,24,True
35238,79.88.174.0/24,24,True
35238,77.203.167.0/24,24,True
35238,77.195.139.0/24,24,True
35238,78.113.117.0/24,24,True
35238,62.39.224.0/24,24,True
35238,79.89.234.0/24,24,True
35238,79.85.58.0/24,24,True
35238,93.14.158.0/24,24,True
35238,77.195.50.0/24,24,True
35238,77.203.168.0/24,24,True
35238,79.95.76.0/24,24,True
35238,79.85.59.0/24,24,True
35238,78.113.120.0/24,24,True
35238,79.95.74.0/24,24,True
35238,77.129.124.0/24,24,True
35238,77.130.66.0/24,24,True
35238,77.129.122.0/24,24,True
35238,77.130.75.0/24,24,True
35238,77.129.126.0/24,24,True
35238,77.130.64.0/24,24,True
35238,77.130.72.0/24,24,True
35238,77.130.71.0/24,24,True
35238,77.130.65.0/24,24,True
35238,77.133.136.0/24,24,True
35238,77.130.68.0/24,24,True
35238,77.130.67.0/24,24,True
35238,77.129.127.0/24,24,True
35238,77.130.76.0/24,24,True
35238,77.130.69.0/24,24,True
35238,77.130.74.0/24,24,True
35238,77.129.125.0/24,24,True
35238,77.129.123.0/24,24,True
35238,77.130.70.0/24,24,True
35238,77.130.73.0/24,24,True
35238,91.91.0.0/16,16,True
35238,86.63.224.0/19,19,True
16074,192.113.0.0/16,16,True
16074,217.115.224.0/20,20,True
16074,62.145.63.0/24,24,True
16074,62.145.32.0/19,19,True
16074,62.145.62.0/24,24,True
16074,62.112.160.0/19,19,True
16074,62.145.47.0/24,24,True
16074,62.145.46.0/24,24,True
16074,2a01:67c0::/32,32,True
35787,195.136.32.0/23,23,True
35543,178.132.79.0/24,24,True
35543,2a03:8600:1007::/48,48,True
49090,82.144.184.0/24,24,True
50596,178.57.208.0/21,21,True
50596,109.201.114.0/23,23,True
50596,37.75.200.0/21,21,True
50596,185.8.220.0/22,22,True
50596,188.68.8.0/21,21,True
50596,188.68.168.0/21,21,True
50596,109.201.124.0/22,22,True
50596,46.254.164.0/22,22,True
50596,188.68.192.0/21,21,True
50596,109.201.120.0/22,22,True
50596,109.201.116.0/23,23,True
50596,46.254.160.0/23,23,True
50596,109.201.112.0/23,23,True
50596,109.201.96.0/22,22,True
50596,109.201.104.0/21,21,True
50596,109.201.100.0/22,22,True
50596,109.201.118.0/23,23,True
50596,46.254.162.0/23,23,True
50596,2a03:3cc0::/29,29,True
60917,185.23.39.0/24,24,True
60917,185.23.36.0/22,22,True
60917,185.23.38.0/24,24,True
60917,185.23.36.0/24,24,True
60917,185.23.37.0/24,24,True
60917,2a00:6860::/32,32,True
60916,185.72.58.0/24,24,True
60916,185.72.57.0/24,24,True
60916,185.72.56.0/24,24,True
201056,46.228.143.0/24,24,True
201056,46.228.134.0/23,23,True
201056,46.228.129.0/24,24,True
51263,178.251.180.0/24,24,True
51263,178.251.179.0/24,24,True
51263,178.251.178.0/24,24,True
51263,185.25.56.0/22,22,True
51263,178.251.183.0/24,24,True
51263,178.251.181.0/24,24,True
51263,178.251.176.0/24,24,True
51263,178.251.176.0/21,21,True
51263,178.251.182.0/24,24,True
51263,178.251.177.0/24,24,True
51263,2a03:e240::/32,32,True
24713,81.22.160.0/20,20,True
24713,80.248.160.0/20,20,True
199399,176.126.38.0/24,24,True
199399,2001:7f8:6e::/48,48,True
61104,5.63.9.0/24,24,True
39104,158.255.64.0/21,21,True
39104,195.60.188.0/23,23,True
39104,185.8.28.0/22,22,True
39104,2a03:c580::/32,32,True
198203,81.4.124.0/22,22,True
198203,81.4.100.0/22,22,True
198203,81.4.104.0/22,22,True
198203,81.4.120.0/22,22,True
198203,81.4.108.0/22,22,True
60794,80.243.124.0/24,24,True
51062,185.3.204.0/22,23,True
51062,92.42.232.0/21,23,True
51062,2a00:11e8::/32,36,True
56582,185.122.39.0/24,24,True
51280,212.80.25.0/24,24,True
51280,212.80.26.0/23,24,True
51280,212.80.27.0/24,24,True
51280,212.80.26.0/24,24,True
61209,194.225.80.0/22,22,True
61209,194.225.82.0/23,24,True
61209,194.225.84.0/23,23,True
42459,212.45.80.0/20,22,True
42459,212.45.65.0/24,24,True
42459,79.134.44.0/24,24,True
42459,79.134.40.0/22,22,True
42459,212.45.80.0/22,24,True
42459,79.134.32.0/21,21,True
42459,212.45.64.0/20,20,True
42459,79.134.48.0/20,20,True
42459,212.45.64.0/19,24,True
42459,212.45.67.0/24,24,True
42459,79.134.32.0/19,24,True
42459,79.134.32.0/20,20,True
42459,2a02:2660::/32,32,True
12703,5.153.64.0/19,19,True
12703,193.29.223.0/24,24,True
12703,195.47.244.0/24,24,True
12703,217.30.112.0/20,20,True
12703,5.172.152.0/21,21,True
12703,212.20.224.0/19,19,True
12703,87.246.64.0/18,18,True
12703,195.248.70.0/24,24,True
12703,46.249.192.0/19,20,True
12703,84.19.224.0/19,19,True
12703,2a02:16e0::/32,32,True
43185,77.95.208.0/21,21,True
61190,185.11.140.0/22,22,True
60351,37.77.207.0/24,24,True
60351,37.77.202.0/24,24,True
60351,37.77.205.0/24,24,True
60351,185.21.164.0/22,22,True
60351,37.77.204.0/24,24,True
60351,37.77.203.0/24,24,True
60351,37.77.206.0/24,24,True
60351,37.77.201.0/24,24,True
60351,37.77.200.0/24,24,True
60351,2a00:8140::/36,36,True
60351,2a00:8140:1000::/36,36,True
42455,37.235.55.0/24,24,True
35432,164.215.0.0/19,19,True
35432,46.251.96.0/19,19,True
35432,91.184.192.0/19,19,True
35432,212.50.96.0/19,19,True
35432,109.110.224.0/19,19,True
35432,185.7.156.0/22,22,True
35432,213.140.192.0/19,19,True
35432,213.133.80.0/20,20,True
35432,2a02:540::/32,32,True
198952,90.85.2.0/24,24,True
57722,37.26.65.0/24,24,True
57722,37.26.68.0/24,24,True
57722,37.26.71.0/24,24,True
57722,37.26.70.0/24,24,True
57722,37.26.69.0/24,24,True
57722,37.26.64.0/24,24,True
57722,37.26.64.0/21,21,True
57722,37.26.67.0/24,24,True
57722,37.26.66.0/24,24,True
41849,91.102.132.0/23,23,True
41849,91.102.134.0/23,24,True
41849,91.102.128.0/22,24,True
41849,2a01:7140::/32,32,True
201439,195.136.116.0/22,22,True
201439,195.136.104.0/22,22,True
60828,185.25.156.0/22,22,True
60821,185.22.168.0/24,24,True
60821,185.22.170.0/24,24,True
60821,185.22.169.0/24,24,True
60821,185.22.168.0/22,22,True
21102,193.222.200.0/23,23,True
52000,185.15.210.0/24,24,True
52000,185.15.211.0/24,24,True
52000,185.15.208.0/23,23,True
52000,2a03:afc0:2::/48,48,True
52000,2a03:afc0::/48,48,True
8300,193.5.30.0/24,24,True
8300,194.209.74.0/24,24,True
8300,193.134.248.0/23,23,True
8300,193.5.158.0/23,24,True
8300,2001:918:f00::/40,40,True
8300,2001:918:ffb7::/48,48,True
8300,2001:918:1ab::/48,48,True
8300,2001:918:ff70::/44,48,True
46489,185.42.204.0/22,22,True
198831,5.45.148.0/22,22,True
198831,5.45.144.0/21,22,True
198833,5.8.178.0/24,24,True
51840,185.27.59.0/24,24,True
51840,185.27.58.0/24,24,True
56837,86.39.88.0/21,21,True
56837,31.22.23.0/24,24,True
56837,86.39.64.0/20,20,True
56837,31.22.20.0/22,22,True
56837,31.22.16.0/21,21,True
56837,2a00:6ec0:300::/40,40,True
56837,2a00:6ec0::/48,48,True
56837,2a00:6ec0:200::/40,40,True
56837,2a00:6ec0:1::/48,48,True
56837,2a00:6ec0:100::/40,40,True
56837,2a00:6ec0:400::/40,40,True
43698,95.168.0.0/19,19,True
43698,78.159.0.0/19,19,True
43698,82.151.0.0/19,19,True
2108,161.53.0.0/16,16,True
2108,193.198.0.0/16,16,True
2108,82.132.0.0/17,17,True
2108,31.147.0.0/16,16,True
2108,2001:b68::/32,32,True
201540,188.253.104.0/21,24,True
201540,188.253.112.0/21,24,True
199881,185.22.131.0/24,24,True
199881,2a00:6060:8000::/48,48,True
202078,185.54.40.0/22,22,True
52130,188.92.40.0/21,21,True
52130,2a02:7d00::/32,32,True
203761,134.97.128.0/17,17,True
15954,37.247.124.0/22,22,True
15954,217.18.32.0/20,20,True
15954,185.57.196.0/22,22,True
15954,37.247.120.0/22,22,True
24880,81.27.128.0/20,20,True
201942,217.113.251.0/24,24,True
201942,217.113.254.0/24,24,True
201942,195.160.224.0/22,22,True
201942,217.113.252.0/24,24,True
201942,188.65.89.0/24,24,True
201942,188.65.92.0/22,22,True
201942,188.65.90.0/23,23,True
201942,185.79.20.0/22,22,True
