afrinic,AAUN,37077
afrinic,ABARI-COMMS-MNT,37489
afrinic,ABARI-MNT,37395
afrinic,ABARI-MNT,37395
afrinic,ABELLO-MNT,37686
afrinic,ABUJA-ELECTRICITY-MNT,327953
afrinic,ABUJA-ELECTRICITY-MNT,327953
afrinic,ACCESS-BANK-MNT,37005
afrinic,ACCESSCOMM-MNT,37713
afrinic,ACCESSPT-MNT,327761
afrinic,ACCESSPT-MNT,327761
afrinic,ACS-MNT,36917
afrinic,ADEPT-ZA-MNT,15022
afrinic,ADJIB-MNT,30990
afrinic,ADVTECH-MNT,327867
afrinic,AEID-MNT,327918
afrinic,AFCOM-MNT,37208
afrinic,AFCOMSAT-MNT,37296
afrinic,AFDBMNT-AFRINIC,37351
afrinic,AFNOG-MNT,327686
afrinic,AFNOG-MNT,327686
afrinic,AFOL-GH,29340
afrinic,AFOL-SZ-MNT,30306
afrinic,AFOL-ZW-MNT,18922
afrinic,AFRICANBANK-MNT,37428
afrinic,AFRICA-ONLINE-MNT,327841
afrinic,AFRICELL-DRC-MNT,327738
afrinic,AFRICELL-GM-MNT,37524
afrinic,AFRIHOST-MNT,37611
afrinic,AFRIHOST-MNT,37611
afrinic,AFRIMAX-UG-MNT,327744
afrinic,AFRINET-MNT,37415
afrinic,AFRINIC-HM-MNT,10247
afrinic,AFRINIC-HM-MNT,10262
afrinic,AFRINIC-HM-MNT,10331
afrinic,AFRINIC-HM-MNT,10393
afrinic,AFRINIC-HM-MNT,10474
afrinic,AFRINIC-HM-MNT,10505
afrinic,AFRINIC-HM-MNT,10540
afrinic,AFRINIC-HM-MNT,10798
afrinic,AFRINIC-HM-MNT,10803
afrinic,AFRINIC-HM-MNT,10803
afrinic,AFRINIC-HM-MNT,10898
afrinic,AFRINIC-HM-MNT,11125
afrinic,AFRINIC-HM-MNT,11157
afrinic,AFRINIC-HM-MNT,11259
afrinic,AFRINIC-HM-MNT,11569
afrinic,AFRINIC-HM-MNT,11645
afrinic,AFRINIC-HM-MNT,11744
afrinic,AFRINIC-HM-MNT,11845
afrinic,AFRINIC-HM-MNT,11845
afrinic,AFRINIC-HM-MNT,12091
afrinic,AFRINIC-HM-MNT,12143
afrinic,AFRINIC-HM-MNT,12143
afrinic,AFRINIC-HM-MNT,12258
afrinic,AFRINIC-HM-MNT,12455
afrinic,AFRINIC-HM-MNT,12556
afrinic,AFRINIC-HM-MNT,12556
afrinic,AFRINIC-HM-MNT,13224
afrinic,AFRINIC-HM-MNT,13854
afrinic,AFRINIC-HM-MNT,14115
afrinic,AFRINIC-HM-MNT,14331
afrinic,AFRINIC-HM-MNT,14516
afrinic,AFRINIC-HM-MNT,14988
afrinic,AFRINIC-HM-MNT,15022
afrinic,AFRINIC-HM-MNT,15399
afrinic,AFRINIC-HM-MNT,15475
afrinic,AFRINIC-HM-MNT,15706
afrinic,AFRINIC-HM-MNT,15804
afrinic,AFRINIC-HM-MNT,15825
afrinic,AFRINIC-HM-MNT,15964
afrinic,AFRINIC-HM-MNT,16058
afrinic,AFRINIC-HM-MNT,16214
afrinic,AFRINIC-HM-MNT,16284
afrinic,AFRINIC-HM-MNT,16416
afrinic,AFRINIC-HM-MNT,16637
afrinic,AFRINIC-HM-MNT,16800
afrinic,AFRINIC-HM-MNT,16907
afrinic,AFRINIC-HM-MNT,17148
afrinic,AFRINIC-HM-MNT,17312
afrinic,AFRINIC-HM-MNT,17400
afrinic,AFRINIC-HM-MNT,17400
afrinic,AFRINIC-HM-MNT,17652
afrinic,AFRINIC-HM-MNT,18775
afrinic,AFRINIC-HM-MNT,18922
afrinic,AFRINIC-HM-MNT,18931
afrinic,AFRINIC-HM-MNT,19136
afrinic,AFRINIC-HM-MNT,19232
afrinic,AFRINIC-HM-MNT,19676
afrinic,AFRINIC-HM-MNT,19711
afrinic,AFRINIC-HM-MNT,19832
afrinic,AFRINIC-HM-MNT,19847
afrinic,AFRINIC-HM-MNT,20011
afrinic,AFRINIC-HM-MNT,20180
afrinic,AFRINIC-HM-MNT,20294
afrinic,AFRINIC-HM-MNT,20459
afrinic,AFRINIC-HM-MNT,20459
afrinic,AFRINIC-HM-MNT,20484
afrinic,AFRINIC-HM-MNT,20858
afrinic,AFRINIC-HM-MNT,20928
afrinic,AFRINIC-HM-MNT,21003
afrinic,AFRINIC-HM-MNT,21003
afrinic,AFRINIC-HM-MNT,21242
afrinic,AFRINIC-HM-MNT,21271
afrinic,AFRINIC-HM-MNT,21280
afrinic,AFRINIC-HM-MNT,21391
afrinic,AFRINIC-HM-MNT,21739
afrinic,AFRINIC-HM-MNT,22354
afrinic,AFRINIC-HM-MNT,22354
afrinic,AFRINIC-HM-MNT,22386
afrinic,AFRINIC-HM-MNT,22572
afrinic,AFRINIC-HM-MNT,22572
afrinic,AFRINIC-HM-MNT,22690
afrinic,AFRINIC-HM-MNT,22735
afrinic,AFRINIC-HM-MNT,22750
afrinic,AFRINIC-HM-MNT,23058
afrinic,AFRINIC-HM-MNT,23549
afrinic,AFRINIC-HM-MNT,23889
afrinic,AFRINIC-HM-MNT,24736
afrinic,AFRINIC-HM-MNT,24757
afrinic,AFRINIC-HM-MNT,24788
afrinic,AFRINIC-HM-MNT,24835
afrinic,AFRINIC-HM-MNT,24863
afrinic,AFRINIC-HM-MNT,24878
afrinic,AFRINIC-HM-MNT,24987
afrinic,AFRINIC-HM-MNT,25163
afrinic,AFRINIC-HM-MNT,25250
afrinic,AFRINIC-HM-MNT,25250
afrinic,AFRINIC-HM-MNT,25362
afrinic,AFRINIC-HM-MNT,25364
afrinic,AFRINIC-HM-MNT,25543
afrinic,AFRINIC-HM-MNT,25568
afrinic,AFRINIC-HM-MNT,25576
afrinic,AFRINIC-HM-MNT,2561
afrinic,AFRINIC-HM-MNT,25695
afrinic,AFRINIC-HM-MNT,25726
afrinic,AFRINIC-HM-MNT,25793
afrinic,AFRINIC-HM-MNT,25818
afrinic,AFRINIC-HM-MNT,25818
afrinic,AFRINIC-HM-MNT,26106
afrinic,AFRINIC-HM-MNT,26130
afrinic,AFRINIC-HM-MNT,26422
afrinic,AFRINIC-HM-MNT,27576
afrinic,AFRINIC-HM-MNT,27576
afrinic,AFRINIC-HM-MNT,27598
afrinic,AFRINIC-HM-MNT,28683
afrinic,AFRINIC-HM-MNT,28698
afrinic,AFRINIC-HM-MNT,28913
afrinic,AFRINIC-HM-MNT,2905
afrinic,AFRINIC-HM-MNT,29091
afrinic,AFRINIC-HM-MNT,29338
afrinic,AFRINIC-HM-MNT,29340
afrinic,AFRINIC-HM-MNT,29340
afrinic,AFRINIC-HM-MNT,29428
afrinic,AFRINIC-HM-MNT,29495
afrinic,AFRINIC-HM-MNT,29544
